"ID"	"HalCount"	"OCount"	"NCount"	"RingCount"	"SingleBoundCount"	"DoubleBoundCount"	"NumAromaticHeterocycles"	"FractionCSP3"	"NumUnspecifiedStereocenters"	"MolLogP"	"MolLogP2"	"AWeightHeavyAtom"	"qed"	"BalabanJ"	"Ipc"	"Chi3c"	"Chi5ch"	"Chi6ch"	"Chiv4c"	"Chiv5ch"	"Chiv6ch"	"HallKierAlpha"	"bcutm1"	"bcutm2"	"CIC2"	"SIC0"	"SIC2"	"IC0"	"IC1"	"Cfrag16"	"Cfrag17"	"SEStatefrag16"	"SEStatefrag17"	"SEStatefrag32"	"MinEStateIndex"	"MinAbsEStateIndex"	"EStateVSA1"	"EStateVSA3"	"EStateVSA4"	"EStateVSA5"	"EStateVSA6"	"EStateVSA7"	"EStateVSA8"	"EStateVSA9"	"EStateVSA10"	"MATSm1"	"MATSm2"	"MATSm4"	"MATSe1"	"MATSe2"	"MATSe3"	"MATSe4"	"MATSe6"	"MATSe8"	"GATSm1"	"GATSm5"	"GATSm6"	"GATSe1"	"GATSe2"	"GATSe4"	"GATSe5"	"GATSe8"	"Rnc"	"Rpc"	"Mnc"	"Mpc"	"QOss"	"QNss"	"QCss"	"QOmin"	"QNmin"	"QHmin"	"QOmax"	"QNmax"	"QCmax"	"QHmax"	"SlogP_VSA1"	"SlogP_VSA2"	"SlogP_VSA3"	"SlogP_VSA7"	"SlogP_VSA8"	"SlogP_VSA10"	"SlogP_VSA11"	"SMR_VSA1"	"SMR_VSA3"	"SMR_VSA4"	"SMR_VSA6"	"SMR_VSA9"	"SMR_VSA10"	"PEOE_VSA1"	"PEOE_VSA3"	"PEOE_VSA4"	"PEOE_VSA5"	"PEOE_VSA6"	"PEOE_VSA7"	"PEOE_VSA9"	"PEOE_VSA10"	"PEOE_VSA12"	"PEOE_VSA13"	"PEOE_VSA14"	"VSA_EState1"	"VSA_EState2"	"VSA_EState3"	"VSA_EState4"	"VSA_EState7"	"VSA_EState8"	"BP_pred"	"LogVP_pred"	"LogWS_pred"	"LogHL_pred"	"RT_pred"	"LogKOA_pred"	"BioDeg_LogHalfLife_pred"	"ReadyBiodeg_pred"	"LogKM_pred"	"FUB_pred"	"ClCount"	"BrCount"	"PCount"	"SCount"	"NumRotatableBonds"	"TripleBoundCount"	"NumStereocenters"	"NumAmideBonds"	"Weiner"	"Tigdi"	"petitjean"	"Chi4pc"	"Chi3ch"	"dchi0"	"dchi1"	"skappa3"	"bcutm4"	"bcutm10"	"CIC3"	"Cfrag9"	"Cfrag10"	"Cfrag14"	"Cfrag19"	"Cfrag24"	"Cfrag25"	"Cfrag26"	"Cfrag28"	"Cfrag29"	"Cfrag30"	"Cfrag31"	"Cfrag32"	"Cfrag34"	"Cfrag35"	"Cfrag37"	"Cfrag41"	"Cfrag42"	"Cfrag45"	"Cfrag52"	"Cfrag53"	"MaxEStateIndex"	"MATSm6"	"MATSv1"	"MATSv4"	"MATSv7"	"MATSv8"	"MATSe7"	"GATSm4"	"GATSv1"	"GATSv5"	"GATSv6"	"GATSv7"	"SPP"	"LDI"	"Qmin"	"Qmax"	"SlogP_VSA5"	"ICount"	"NumHDonors"	"NumHAcceptors"	"ArBoundCount"	"NumAliphaticRings"	"NumAromaticCarbocycles"	"UI"	"Chi4c"	"Chi4ch"	"Chiv4pc"	"bcutm3"	"bcutm9"	"bcutv1"	"CIC4"	"CIC5"	"CIC6"	"IC2"	"Cfrag50"	"Cfrag51"	"MATSv3"	"MATSv5"	"FpDensityMorgan1"	"LogP_pred"	"NumHeteroatoms"	"Fcount"	"bcutm11"	"CIC1"	"Cfrag18"	"Cfrag48"	"Hato"	"NumAliphaticHeterocycles"	"HeavyAtomCount"	"Aff"
"99-85-4"	"99-85-4"	0	0	0	1	8	2	0	0.6	0	3.3089	10.948819	12.011	0.485034	2.538512	180.9125	0.789	0	0.083	0	0	0.042	-0.52	3.773397	3.288402	1.895547	0.204499	0.59673	0.961237	1.825252	2	0	3.12037	0	0	0.7401389	0.7401389	0	0	5.917906	18.414748	5.573105	0	32.923252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157048	0.111948	-0.051718	0.032324	0	0	0.032926	0	0	0.023634	0	0	-0.013345	0.057898	0	0	0	0	0	0	0	0	0	5.917906	0	0	0	0	0	0	0	37.145724	25.683286	0	0	0	0	0	0	0	0	3.12037	7.075740741	6.730416667	183	0.04	-4.2	-1.59	11.2	4.32	0.67	1	0.52	0.09	0	0	0	0	1	0	0	0	120	439	0.5	1.449	0	0.414	0.654	1.72851	2.59727	1.716616	1.842929	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.375	0	0	0	0	0	0	0	0	0	0	0	0.139121	0.06352	-0.081223	0.057898	33.612855	0	0	0	0	1	0	1.584963	0	0	1.02	2.776024	1.999391	3.795	1.922083	1.585357	1.371211	2.804893	0	0	0	0	1.2	4.5	0	0	1.372562	2.875188	0	0	1.666667	0	10	0
"143390-89-0"	"143390-89-0"	0	4	1	2	10	2	0	0.222222	0	3.09752	9.59463	12.79135	0.467006	2.28285	166263.9	1.077	0	0.167	0	0	0.056	-2.82	3.899558	3.78801	1.452846	0.276884	0.730571	1.493049	2.643139	2	4	-0.4498377	3.278768	0	-0.5600077	0.11017	5.969305	12.170333	16.876415	14.219595	6.066367	49.388307	5.155713	14.311314	4.794537	-0.041567	0.072158	0.02006	-0.043869	0.073516	-0.090685	0.022416	0.531272	-0.237817	0.88406	1.4791	0.365874	0.885921	0.708749	1.119902	1.482182	1.09856	0.227673	0.167867	-0.134132	0.082543	0.672583	0.0062	0.239203	-0.488614	-0.078742	0.028102	-0.244191	-0.078742	0.360263	0.075878	4.736863	25.900585	20.975871	0	0	0	5.749512	19.105852	0	5.155713	14.219595	5.749512	11.68099	14.311314	4.794537	0	0	47.620282	24.117007	7.109798	19.466191	0	0	5.969305	10.62292939	16.67368927	3.784919	2.592085	0	2.285965031	364	-7.76	-5.19	-7.71	17.85	9.43	0.65	0	-0.46	0.03	0	0	0	0	6	0	0	0	1234	6899	0.454545	2.975	0	3.25	4.036	4.09521	3.043233	1.936889	0.851772	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	11.909123	0.52986	-0.006207	-0.017195	-0.082367	-0.265577	-0.071953	1.12228	0.856221	1.424105	0.374473	0.774654	0.848877	0.154577	-0.488614	0.360263	16.690354	0	0	5	12	0	2	3.906891	0	0	1.017	3.451862	1.985024	3.881	0.804153	0.559757	0.625349	3.939471	0	0	-0.042199	-0.26994	1.0434783	3.4	5	0	1.49541	2.749179	0	0	1.84	0	23	0
"57-06-7"	"57-06-7"	0	0	1	0	2	3	0	0.25	0	1.2752	1.626135	15.68633	0.288357	3.073916	20.9863	0	0	0	0	0	0	-0.46	3.789322	3.26401	0.545455	0.484686	0.842328	1.676737	2.40401	0	0	0	0	0	0.5868056	0.5868056	0	6.544756	0	0	6.07602	0	28.950476	0	0	-0.07692	0.026199	-0.430806	-0.426123	0.190645	-0.420943	0.012952	0	0	0.630747	3.092478	0	1.28913	0.920967	0.329531	0.659061	0	0.563219	0.165463	-0.10136	0.05792	0	0.052145	0.02305	0	-0.228352	0.053509	0	-0.228352	0.067086	0.058938	0	11.706018	0	0	0	0	0	0	0	4.992405	6.544756	0	17.379135	0	4.992405	0	6.578936	6.07602	12.217873	11.706018	0	0	0	0	0	3.53703704	2.205694	0	1.665972222	4.004953704	152	0.57	-1.69	-5.02	0	2.26	0.6	0	-1	0.29	0	0	0	1	2	0	0	0	35	55	0.4	0	0	0.665	0.946	3.54	1.462488	1.146582	0.614081	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.253009	0	0.010806	-0.029884	0	0	0	1.546239	0.721551	1.397987	0	0	0.295438	0.127445	-0.228352	0.067086	0	0	0	2	0	0	0	2	0	0	0	2.418828	1.712418	3.438	0.363636	0.545455	1.341353	2.913977	0	0	-0.001148	-0.060917	2	1.14	2	0	0.554044	1.055422	0	0	1.5	0	6	0
"1489-69-6"	"1489-69-6"	0	1	0	1	4	1	0	0.75	0	0.5953	0.354382	12.8086	0.412636	2.214546	29.69333	0.204	0	0	0	0	0	-0.33	3.690698	2.760373	1.272727	0.382196	0.632099	1.322179	1.867634	0	0	0	0	0	0.4537037	0.4537037	0	5.917906	19.127804	0	0	0	0	0	4.794537	0	-0.166667	0	0	-0.166667	-1	0	0	0	0.5	0	0	0.5	0.833333	0	0	0	0.77854	0.31484	-0.129768	0.048663	0.091863	0	0.018953	-0.303089	0	0.027395	-0.303089	0	0.122569	0.104556	0	6.286161	4.794537	0	0	0	0	4.794537	0	5.917906	0	0	6.286161	4.794537	0	0	0	0	12.841643	0	6.286161	0	0	0	0	9.56712963	0	0	3.3125	0	89	1.24	0.09	-4.28	0	2.8	0.57	1	-0.82	0.66	0	0	0	0	1	0	0	0	17	38	0.333333	0.204	0.289	0.722	0.546	0.469316	1.196696	1.371909	1.591798	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9.56713	0	0	0	0	0	0	0	0.5	0	0	0	0.425658	0.088405	-0.303089	0.122569	12.841643	0	0	1	0	1	0	1	0	0	0.068	1.454909	1.465399	3.702	0.909091	1.159535	3.459432	2.186704	0	0	-1	0	1.6	0.6	1	0	0.789214	1.591798	0	0	1.764706	0	5	0
"1541-81-7"	"1541-81-7"	0	1	1	1	18	0	0	1	0	4.2395	17.97336	12.34344	0.512027	1.726778	14064.96	0.204	0	0.102	0	0	0.046	-0.08	3.641001	3.520635	2.91183	0.203353	0.486669	1.153504	1.624598	0	0	0	0	0	0.9422222	0.9422222	0	0	26.303277	70.752973	0	0	11.823647	4.736863	0	-0.148217	-0.134566	-0.031755	-0.146608	-0.133083	0.419036	-0.031534	-0.055184	-0.088294	1.154524	0.726517	0.78706	1.149829	1.089312	0.674152	0.72601	0.943813	0.299049	0.046865	-0.090476	0.034234	0.143484	0.089259	0.039691	-0.378793	-0.298763	0.023035	-0.378793	-0.298763	0.059362	0.05802	0	37.747943	4.736863	0	0	0	0	4.736863	4.89991	0	32.848033	0	0	4.736863	0	0	0	64.711132	12.965578	13.213764	0	0	0	0	5.35771216	2.54984943	0	0	14.329837239	7.762601166	313	-4.66	-3.24	-6.22	26.69	8	0.75	0	0.85	0.03	0	0	0	0	11	0	0	0	889	1969	0.466667	0.433	0	0.429	0.699	8.93104	3.180589	1.877191	2.308854	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5.357712	-0.055572	-0.169351	-0.034383	-0.076581	-0.096273	-0.070234	0.674623	1.227754	0.732531	0.793575	0.865719	0.438155	0.078185	-0.378793	0.059362	71.131953	0	0	2	0	1	0	0	0	0	0.335	3.376147	1.944401	3.624	1.970005	1.729035	1.64213	2.760595	0	0	0.494692	-0.046285	0.7222222	4.21	2	0	1.795193	4.047827	0	0	1.928571	1	18	0
"97886-45-8"	"97886-45-8"	5	2	1	1	17	2	1	0.533333	0	5.2429	27.488	15.41176	0.63147	4.054005	138195.7	3.191	0	0.045	0.013	0	0.014	-1.16	4.053783	3.813162	1.445956	0.370786	0.730109	1.986503	3.104759	2	5	-1.811322	-4.626059	0	-5.100171	0.1303704	45.347056	23.52377	0	12.511538	13.847474	0	4.983979	0	31.54115	-0.18007	0.101986	-0.209858	-0.046875	0.343749	0.024757	-0.224219	0.041585	-0.933772	1.142501	1.080239	1.159599	0.733796	0.557868	1.033528	1.112622	2.389591	0.133455	0.205578	-0.124077	0.087888	0.15848	0.057938	0.421611	-0.281497	-0.240703	0.023319	-0.281495	-0.240703	0.433626	0.110995	0	27.726071	12.59712	0	0	21.952075	0	31.54115	4.983979	5.917906	12.511538	0	33.754324	0	13.764809	13.171245	0	37.371244	30.413718	11.126903	5.693928	10.230554	6.425445	6.176299	66.77089357	27.30644511	-1.811322	-4.626059	-6.008340892	3.298467498	343	-6.11	-5.46	-8.46	22.07	9.65	0.62	0	-0.09	0	0	0	0	2	5	0	0	0	1278	13248	0.5	5.192	0	4.06	1.962	4.933559	3.395722	1.735959	1.42998	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	13.361586	-0.022512	0.026896	-0.117504	-0.352425	-0.605736	-0.118664	1.133302	0.676738	1.232371	1.056344	1.716857	0.715123	0.184545	-0.281497	0.433626	57.940204	0	0	5	6	0	0	3.169925	0.289	0	1.844	3.630424	1.954682	3.917	1.3812	1.283639	1.244379	3.911596	2	0	0.115593	-0.194649	1.04	4.75	10	5	1.38118	2.252793	0	0	1.538462	0	25	0
"6259-76-3"	"6259-76-3"	0	3	0	1	9	1	0	0.461538	0	3.1293	9.792518	12.75875	0.593827	2.329776	4150.449	0.607	0	0.083	0	0	0.028	-1.51	3.838944	3.475208	1.390712	0.26047	0.726639	1.325132	2.573143	1	2	-0.4494459	0.2074534	0	-0.4494459	0.02679797	5.969305	6.606882	25.683286	6.066367	18.199101	0	6.923737	4.736863	9.901065	-0.076923	0.122807	0.205128	-0.076923	0.122807	-0.352227	0.205128	-0.138462	-0.076923	0.769231	1.282051	0.923077	0.769231	0.809717	1.346154	1.282051	0.769231	0.308862	0.207962	-0.136807	0.074622	0.531085	0	0.174626	-0.507053	0	0.023035	-0.246051	0	0.341408	0.293132	0	17.682715	4.736863	0	0	0	5.749512	14.637928	0	0	6.606882	5.749512	5.969305	9.84339	4.794537	0	0	38.318936	18.553556	6.606882	11.312963	0	0	5.969305	5.05653817	11.51597561	9.420855	0.2342514	4.27706806	2.556730246	272	-4.58	-3.55	-8.05	18.67	9.11	0.54	1	-0.67	0.11	0	0	0	0	6	0	0	0	527	1676	0.454545	1.5	0	2.194	2.048	3.927522	2.976452	1.87665	0.951898	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	11.515976	-0.138462	-0.076923	0.205128	-0.042735	-0.076923	-0.042735	1.346154	0.769231	1.282051	0.923077	0.683761	0.848461	0.161198	-0.507053	0.341408	42.965012	0	1	3	6	0	1	3	0	0	0.356	3.237999	1.930134	3.816	0.775427	0.79763	0.77249	3.696751	0	0	-0.352227	-0.282051	1.25	3.19	3	0	1.624445	2.51432	0	0	1.777778	0	16	0
"124-07-2"	"124-07-2"	0	2	0	0	8	1	0	0.875	0	2.4315	5.912192	12.8086	0.581156	2.838589	142.1952	0.408	0	0	0	0	0	-0.53	3.5376	3.332383	2.417716	0.263571	0.485641	1.238901	1.849935	1	0	-0.6699088	0	0	-0.6699088	0.3370181	5.969305	6.420822	12.841643	19.262465	0	0	6.923737	5.106527	4.794537	-0.027778	0.388889	-0.166667	-0.027778	0.388889	-0.107143	-0.166667	-0.375	-1	0.625	1.125	1.40625	0.625	0.625	0.9375	1.125	2.8125	0.454988	0.286325	-0.13221	0.05876	0.295332	0	0.11152	-0.48123	0	0.023035	-0.252486	0	0.30284	0.296268	0	11.075833	4.794537	0	0	0	0	9.901065	0	0	0	0	5.969305	5.106527	0	0	0	32.607024	6.420822	0	0	0	0	5.969305	0	10.03199413	8.270004	0	5.884581444	2.149995748	239	-2.43	-2.28	-5.98	5.88	6.24	0.7	1	-0.75	0.22	0	0	0	0	6	0	0	0	158	301	0.5	0.289	0	1.222	0.782	7.47	2.551818	1.71307	1.693812	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	10.031994	-0.375	-0.027778	-0.166667	-0.583333	-1	-0.583333	0.9375	0.625	1.125	1.40625	1.875	0.78407	0.141932	-0.48123	0.30284	45.448667	0	1	1	0	0	0	1	0	0	0.046	2.995187	1.903803	3.551	1.647266	2.107461	2.19306	2.282724	0	0	-0.107143	-0.25	1.2	3.05	2	0	1.432981	2.850505	0	0	1.578947	0	10	0
"15307-79-6"	"15307-79-6"	2	2	1	2	7	1	0	0.071429	0	3.0294	9.177264	15.00342	0.942916	2.355888	18978.94	1.349	0	0.151	0	0	0.052	-1.71	4.038597	3.805006	1.376419	0.357458	0.716669	1.736524	2.920712	1	5	-1.139347	2.739189	0	-1.139347	0.1753522	5.969305	26.983491	0	0	42.464569	0	5.316789	23.20188	9.901065	0.002936	-0.068963	0.228047	-0.021017	0.072195	-0.044642	-0.134952	-0.287912	0.912201	0.531221	0.882258	1.425159	0.640542	0.698821	1.033942	1.006567	1.398896	0.275732	0.167625	-0.153383	0.062124	0.604571	0.124506	0.037873	-0.549805	-0.352854	0.037917	-0.549805	-0.352854	0.07625	0.166616	10.423316	5.969305	11.215359	10.045267	0	11.374773	0	9.901065	0	0	5.316789	0	40.545958	15.217853	0	0	0	47.467348	23.762553	15.732653	0	0	0	0	0	10.71622729	14.71225	1.802609	-0.175352183	0	317	-8.58	-5.21	-9.8	14.19	9.3	0.67	0	-0.37	0.01	2	0	0	0	4	0	0	0	706	3823	0.444444	2.617	0	2.495	2.755	3.397617	3.267683	1.84194	0.853617	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10.716227	-0.243166	-0.009945	0.13165	-0.00016	-1.769092	-0.411205	0.883819	0.517614	0.686308	0.86225	1.065432	0.716421	0.140715	-0.549805	0.166616	5.563451	0	1	3	12	0	2	3.807355	0	0	1.181	3.498944	1.977675	3.884	0.840156	0.64672	0.603785	3.481562	0	0	-0.214167	0.264792	1.0526316	0.7	5	0	1.434348	1.937269	0	0	1.809524	0	19	0
"21087-64-9"	"21087-64-9"	0	1	4	1	7	1	1	0.625	0	0.3715	0.138012	14.29871	0.539861	3.397091	936.2217	2.035	0	0.056	0.25	0	0.011	-1.04	4.05913	3.611508	1.429968	0.366276	0.702546	1.76082	2.958268	0	2	0	0.8062963	1.0399306	-0.3312089	0.2806944	0	10.850364	4.676102	11.761885	6.255769	20.771212	10.197364	5.84267	4.794537	-0.155703	0.068562	-0.013029	-0.016007	0.076543	-0.068522	-0.415715	0.131063	0	1.076167	0.860911	5.434778	0.746589	0.738762	1.702602	0.996315	0	0.251365	0.22178	-0.132859	0.07381	0.070334	0.187672	0.158563	-0.265206	-0.33396	0.023983	-0.265206	-0.122699	0.294654	0.177931	11.401937	21.129235	5.41499	0	0	0	0	0	14.873466	0	12.098439	0	11.761885	5.84267	0	4.676102	10.197364	32.533097	6.255769	0	5.693928	5.156436	5.559267	0	1.03993056	11.71724537	8.191366	-0.2250515	1.79521353	5.699926304	300	-6.36	-2.28	-7.91	6.6	7.51	0.58	0	-1	0.49	0	0	0	1	1	0	0	0	284	1551	0.428571	3.394	0	1.379	0.981	1.893894	2.760204	1.611543	1.429968	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	11.717245	-1.132151	0.183754	-0.350864	0.221637	0	0.56564	0.74858	0.664383	0.762801	1.02054	0	0.628614	0.177063	-0.33396	0.294654	26.46514	0	1	6	6	0	0	3	0.289	0	1.519	3.265837	1.925705	3.837	1.429968	1.429968	1.429968	3.377387	1	0	-0.131538	-0.04352	1.3571429	1.7	6	0	1.348636	1.849087	0	0	1.541284	0	14	0
"107-70-0"	"107-70-0"	0	2	0	0	7	1	0	0.857143	0	1.3905	1.93349	12.89722	0.576729	3.714	55.48687	1.615	0	0	0.144	0	0	-0.37	3.610206	3.175477	1.708009	0.279575	0.622419	1.264673	1.999307	1	0	0.1683796	0	0	-0.2858796	0.1683796	0	6.420822	0	0	14.033535	13.847474	0	4.736863	4.794537	-0.196429	-0.298701	0.193878	-0.196429	-0.298701	-0.035714	0.193878	0	0	0.964286	1.285714	0	0.964286	1.168831	1.102041	1.285714	0	0.501052	0.175058	-0.151025	0.041951	0.233101	0	0.027318	-0.378357	0	0.02598	-0.299912	0	0.132191	0.053007	0	18.494093	9.5314	0	0	0	0	9.5314	0	0	7.109798	0	5.783245	4.736863	0	0	0	0	20.771212	5.601051	5.783245	0	0	0	5.02763889	10.53826389	0	-0.2858796	0.489583333	5.364652778	160	0.35	0.33	-3.43	4.31	4	0.63	1	-0.85	0.84	0	0	0	0	3	0	0	0	92	302	0.4	1.55	0	0.968	0.954	4.154246	2.330907	1.543828	1.26172	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10.538264	0	-0.196429	0.193878	0	0	0	1.102041	0.964286	1.285714	0	0	0.510548	0.104998	-0.378357	0.132191	27.192033	0	0	2	0	0	0	1	0.25	0	0.886	2.703918	1.846307	3.575	1.582886	1.348676	1.766487	2.815553	0	0	-0.035714	-0.357143	1.5555556	1.5	2	0	1.380861	2.524255	0	0	1.367089	0	9	0
"118-58-1"	"118-58-1"	0	3	0	2	5	1	0	0.071429	0	2.7492	7.558101	12.71476	0.821476	2.012837	9733.74	0.812	0	0.185	0	0	0.06	-2.29	3.853916	3.765491	1.685995	0.282536	0.652943	1.372553	2.493047	1	3	-0.5213398	1.032652	0	-0.5213398	0.06429474	5.969305	0	5.563451	12.132734	12.132734	30.331835	0	4.736863	9.901065	-0.055556	0.143892	0.166667	-0.055556	0.143892	-0.337662	0.166667	-0.065934	-0.028571	0.719577	1.387755	0.747253	0.719577	0.703934	1.52381	1.387755	0.647619	0.298094	0.200911	-0.130845	0.106312	0.526599	0	0.184787	-0.507053	0	0.062269	-0.246037	0	0.341746	0.293132	0	11.075833	11.343745	0	0	0	5.749512	14.637928	0	0	0	5.749512	5.969305	9.84339	4.794537	0	0	42.464569	17.696186	0	17.919845	0	0	5.969305	5.09601852	11.65660478	9.477293	1.096946	0	0.202388511	325	-6.19	-3.48	-9.56	15.71	9.26	0.55	1	-0.89	0.01	0	0	0	0	3	0	0	0	572	2286	0.5	1.933	0	2.921	3.009	2.844115	2.845698	1.922515	1.116018	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	11.656605	-0.065934	-0.055556	0.166667	-0.065934	-0.028571	-0.065934	1.52381	0.719577	1.387755	0.747253	0.747253	0.848799	0.179269	-0.507053	0.341746	15.92144	0	1	3	12	0	2	3.807355	0	0	0.54	3.228144	1.963674	3.834	0.767747	0.672751	0.905678	3.171986	0	0	-0.337662	-0.306122	1	3.11	3	0	1.369479	2.364934	0	0	1.924528	0	17	0
"57-55-6"	"57-55-6"	0	2	0	0	4	0	0	1	1	-0.6405	0.41024	13.6062	0.435835	2.539539	9.651484	0.408	0	0	0	0	0	-0.08	3.388934	2.582188	1.251128	0.360681	0.661898	1.334679	2.199688	0	0	0	0	0	-0.5601852	0.1388889	6.103966	0	0	6.923737	0	0	0	10.213055	0	-0.166667	-0.583333	0	-0.166667	-0.583333	0.25	0	0	0	0.833333	0	0	0.833333	1.25	0	0	0	0.479298	0.256328	-0.273803	0.082141	0.307904	0	0.011588	-0.3937	0	0.025759	-0.391029	0	0.074239	0.21055	0	22.923903	0	0	0	0	0	10.213055	0	0	6.606882	0	0	10.213055	0	0	0	0	6.923737	12.710848	0	0	0	0	0	0	16.00463	0	-0.560185185	1.388888889	188	-0.89	1.12	-7.22	0	6.74	0.63	1	-1.23	0.95	0	0	0	0	1	0	1	0	18	36	0.333333	0.408	0	1.106	0.71	3.92	1.43685	1.20921	0.731521	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8.111111	0	-0.166667	0	0	0	0	0	0.833333	0	0	0	0.60425	0.205692	-0.3937	0.21055	6.923737	0	2	2	0	0	0	0	0	0	0.082	2.104888	1.719766	3.347	0.923077	1.251128	3.70044	2.449312	0	0	0.25	0	1.8	-0.92	2	0	0.696379	1.500752	0	0	1.304348	0	5	0
"121-69-7"	"121-69-7"	0	0	1	1	3	0	0	0.25	0	1.7526	3.071607	12.23278	0.546827	2.848234	129.2253	0.5	0	0.102	0	0	0.032	-0.98	3.796224	3.174579	1.793715	0.282106	0.584973	1.219241	1.638759	0	1	0	1.247685	0	1.247685	1.247685	0	0	0	5.687386	0	32.294445	17.032644	0	0	-0.25	-0.079545	-0.1	-0.25	-0.079545	-0.125	-0.1	0	0	1.5	0	0	1.5	0.818182	0.9	0	0	0.592175	0.101078	-0.106292	0.045554	0	0.142628	0.01549	0	-0.377661	0.0456	0	-0.377661	0.036049	0.064463	4.89991	14.095344	0	0	0	5.687386	0	0	0	0	18.995254	0	5.687386	4.89991	0	0	0	18.199101	12.132734	0	0	0	0	0	0	2.08333333	0	1.247685	0	0	193	-0.15	-1.92	-5.09	6.23	4.43	1.03	0	-0.96	0.12	0	0	0	0	1	0	0	0	88	312	0.4	1.04	0	0.856	1.276	1.456738	2.469189	1.58114	1.550978	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.083333	0	-0.25	-0.1	0	0	0	0.9	1.5	0	0	0	0.442124	0.109526	-0.377661	0.064463	0	0	0	1	6	0	1	2.807355	0	0	0.493	2.616865	1.95207	3.793	1.413233	1.413233	1.275489	2.528213	0	0	-0.125	0.125	1	2.31	1	0	1.248907	2.683169	0	0	1.741935	0	9	0
"51-05-8"	"51-05-8"	0	2	2	1	10	1	0	0.461538	0	1.7674	3.123703	12.715	0.603846	2.369458	6430.777	0.895	0	0.083	0	0	0.028	-1.55	3.836985	3.527459	1.554318	0.281222	0.701635	1.465013	2.673952	1	2	-0.2942999	1.183739	0	-0.2942999	0.2942999	0	17.85772	19.634269	0	24.265468	0	18.747384	10.47053	4.794537	-0.179195	0.135521	-0.492545	-0.177075	0.140822	-0.072275	-0.492303	0.222882	0.117785	0.955388	1.483021	0.936546	0.951566	0.816856	1.911143	1.490711	0.195468	0.272927	0.200026	-0.140676	0.067525	0.272894	0.249286	0.143161	-0.460732	-0.398728	0.024341	-0.246211	-0.300503	0.337667	0.156216	5.733667	37.110366	4.736863	0	0	5.687386	0	9.5314	4.89991	0	31.974819	0	11.656692	15.37044	4.794537	0	0	13.847474	37.354981	5.563451	6.606882	0	0	5.969305	5.18067555	13.83719062	0	6.727671	0	7.306579618	307	-4.72	-1.53	-8.79	9.22	9.49	0.69	0	-0.51	0.94	0	0	0	0	6	0	0	0	618	2078	0.454545	1.981	0	2.194	2.248	4.443998	2.901662	1.821182	1.270799	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	11.632566	0.229921	-0.207178	-0.482	-0.207623	0.090592	-0.173096	1.902613	1.011395	1.364215	0.849575	1.001328	0.798399	0.17266	-0.460732	0.337667	24.205463	0	1	4	6	0	1	3	0	0	0.781	3.258195	1.942516	3.821	1.121886	1.121886	1.17594	3.655135	0	0	-0.030483	-0.116321	1.2352941	-0.58	4	0	1.561878	2.535501	0	0	1.728814	0	17	0
